lookup_key,id,name,supertype,set_name,number,image_url,p_hash
electrodegx_48,sm7-48,Electrode-GX,Pokémon,Celestial Storm,48,https://images.pokemontcg.io/sm7/48_hires.png,ca8f8760f038b7a5
electrodegx_sv57,sma-SV57,Electrode-GX,Pokémon,Hidden Fates Shiny Vault,SV57,https://images.pokemontcg.io/sma/SV57_hires.png,d09c91293b9e67e8
electromagneticradar_169,sm10-169,Electromagnetic Radar,Trainer,Unbroken Bonds,169,https://images.pokemontcg.io/sm10/169_hires.png,b337c9c84e36b1e0
electromagneticradar_230,sm10-230,Electromagnetic Radar,Trainer,Unbroken Bonds,230,https://images.pokemontcg.io/sm10/230_hires.png,b1a19af3b8e4d48c
electropower_172,sm8-172,Electropower,Trainer,Lost Thunder,172,https://images.pokemontcg.io/sm8/172_hires.png,ea2e9191b29c9dd1
electropower_172a,sm8-172a,Electropower,Trainer,Lost Thunder,172a,https://images.pokemontcg.io/sm8/172a_hires.png,bb3bf0c4c68781b1
electropower_232,sm8-232,Electropower,Trainer,Lost Thunder,232,https://images.pokemontcg.io/sm8/232_hires.png,d22f7abbb1e085c0
elekid_21,hgss4-21,Elekid,Pokémon,HS—Triumphant,21,https://images.pokemontcg.io/hgss4/21_hires.png,ea4ac49d3d31b193
elekid_22,neo1-22,Elekid,Pokémon,Neo Genesis,22,https://images.pokemontcg.io/neo1/22_hires.png,bf4ec08387d2f870
elekid_23,ex10-23,Elekid,Pokémon,Unseen Forces,23,https://images.pokemontcg.io/ex10/23_hires.png,bb4bd19186a6078f
elekid_36,ex2-36,Elekid,Pokémon,Sandstorm,36,https://images.pokemontcg.io/ex2/36_hires.png,af6dc99912d2b294
elekid_48,dp1-48,Elekid,Pokémon,Diamond & Pearl,48,https://images.pokemontcg.io/dp1/48_hires.png,ea4a94b5ccc9d386
elekid_48,ex15-48,Elekid δ,Pokémon,Dragon Frontiers,48,https://images.pokemontcg.io/ex15/48_hires.png,db5bc4a446e31b0d
elekid_59,sv4-59,Elekid,Pokémon,Paradox Rift,59,https://images.pokemontcg.io/sv4/59_hires.png,8b5bd4846e2b33b4
elekid_9,ecard2-9,Elekid,Pokémon,Aquapolis,9,https://images.pokemontcg.io/ecard2/9_hires.png,9b5e60e05f4725a5
elementalbadge_147,swsh7-147,Elemental Badge,Trainer,Evolving Skies,147,https://images.pokemontcg.io/swsh7/147_hires.png,af2fd0d04b4b61b4
elesa_rc20,bw11-RC20,Elesa,Trainer,Legendary Treasures,RC20,https://images.pokemontcg.io/bw11/RC20_hires.png,9f3f4ec0c8e1e186
elesassparkle_147,swsh12pt5-147,Elesa's Sparkle,Trainer,Crown Zenith,147,https://images.pokemontcg.io/swsh12pt5/147_hires.png,def4910a8d17a22f
elesassparkle_233,swsh8-233,Elesa's Sparkle,Trainer,Fusion Strike,233,https://images.pokemontcg.io/swsh8/233_hires.png,bb3b9185c74ad8d0
elesassparkle_260,swsh8-260,Elesa's Sparkle,Trainer,Fusion Strike,260,https://images.pokemontcg.io/swsh8/260_hires.png,cc1ea1c292f9996e
elesassparkle_275,swsh8-275,Elesa's Sparkle,Trainer,Fusion Strike,275,https://images.pokemontcg.io/swsh8/275_hires.png,e891196e86499f6e
elgyem_120,zsv10pt5-120,Elgyem,Pokémon,Black Bolt,120,https://images.pokemontcg.io/zsv10pt5/120_hires.png,af97c0189f4ab0a7
elgyem_40,zsv10pt5-40,Elgyem,Pokémon,Black Bolt,40,https://images.pokemontcg.io/zsv10pt5/40_hires.png,ab2f1dd8d0c0d6a5
elgyem_54,bw3-54,Elgyem,Pokémon,Noble Victories,54,https://images.pokemontcg.io/bw3/54_hires.png,eacd94b01b33b52c
elgyem_55,bw3-55,Elgyem,Pokémon,Noble Victories,55,https://images.pokemontcg.io/bw3/55_hires.png,bac4c47a4e93c363
elgyem_61,bw4-61,Elgyem,Pokémon,Next Destinies,61,https://images.pokemontcg.io/bw4/61_hires.png,ea6ac4901d1f9db1
elgyem_68,bw8-68,Elgyem,Pokémon,Plasma Storm,68,https://images.pokemontcg.io/bw8/68_hires.png,fa9695394c5ac325
elgyem_69,bw8-69,Elgyem,Pokémon,Plasma Storm,69,https://images.pokemontcg.io/bw8/69_hires.png,be2fc4f0c4b191cc
elgyem_73,xy8-73,Elgyem,Pokémon,BREAKthrough,73,https://images.pokemontcg.io/xy8/73_hires.png,ee6e9091c193d99c
elgyem_73,sv5-73,Elgyem,Pokémon,Temporal Forces,73,https://images.pokemontcg.io/sv5/73_hires.png,bb3b50c0ce2cadc5
elgyem_79,swsh12-79,Elgyem,Pokémon,Silver Tempest,79,https://images.pokemontcg.io/swsh12/79_hires.png,fb7b84c4843e1e86
elgyem_90,sm11-90,Elgyem,Pokémon,Unified Minds,90,https://images.pokemontcg.io/sm11/90_hires.png,bab4af6fc8e09086
elgyem_bw55,bwp-BW55,Elgyem,Pokémon,BW Black Star Promos,BW55,https://images.pokemontcg.io/bwp/BW55_hires.png,f0b59c7b48908767
emboar_100,bw4-100,Emboar,Pokémon,Next Destinies,100,https://images.pokemontcg.io/bw4/100_hires.png,fa78c292a5b189cb
emboar_13,rsv10pt5-13,Emboar,Pokémon,White Flare,13,https://images.pokemontcg.io/rsv10pt5/13_hires.png,ba7ad486e460cd8d
emboar_19,bw1-19,Emboar,Pokémon,Black & White,19,https://images.pokemontcg.io/bw1/19_hires.png,eb7090928d77c94e
emboar_20,bw1-20,Emboar,Pokémon,Black & White,20,https://images.pokemontcg.io/bw1/20_hires.png,ea4e9191e1f09e4e
emboar_25,swsh5-25,Emboar,Pokémon,Battle Styles,25,https://images.pokemontcg.io/swsh5/25_hires.png,eb7ac486a4a5b199
emboar_26,bw7-26,Emboar,Pokémon,Boundaries Crossed,26,https://images.pokemontcg.io/bw7/26_hires.png,fb69c4c6909a99cc
emboar_27,bw11-27,Emboar,Pokémon,Legendary Treasures,27,https://images.pokemontcg.io/bw11/27_hires.png,eb2d9592c9d0d94c
emboar_33,sm12-33,Emboar,Pokémon,Cosmic Eclipse,33,https://images.pokemontcg.io/sm12/33_hires.png,ae7ec4c485332e4e
emboar_98,rsv10pt5-98,Emboar,Pokémon,White Flare,98,https://images.pokemontcg.io/rsv10pt5/98_hires.png,bf9e90e0c06bc387
emboar_bw21,bwp-BW21,Emboar,Pokémon,BW Black Star Promos,BW21,https://images.pokemontcg.io/bwp/BW21_hires.png,ea399192c4c7cf49
emboarex_14,xy9-14,Emboar-EX,Pokémon,BREAKpoint,14,https://images.pokemontcg.io/xy9/14_hires.png,c55dcc7272169c69
emceeschatter_73,hgss2-73,Emcee's Chatter,Trainer,HS—Unleashed,73,https://images.pokemontcg.io/hgss2/73_hires.png,ca2ea595c2dbb185
emceeshype_163,sv10-163,Emcee's Hype,Trainer,Destined Rivals,163,https://images.pokemontcg.io/sv10/163_hires.png,c97b51943f3c68e0
emceeshype_220,sv10-220,Emcee's Hype,Trainer,Destined Rivals,220,https://images.pokemontcg.io/sv10/220_hires.png,a8c0973e61b0f3e3
emergencyjelly_155,swsh12-155,Emergency Jelly,Trainer,Silver Tempest,155,https://images.pokemontcg.io/swsh12/155_hires.png,b73f499890f0e5c4
emolga_112,zsv10pt5-112,Emolga,Pokémon,Black Bolt,112,https://images.pokemontcg.io/zsv10pt5/112_hires.png,e22715cc1cd899f3
emolga_29,zsv10pt5-29,Emolga,Pokémon,Black Bolt,29,https://images.pokemontcg.io/zsv10pt5/29_hires.png,8b7bd191946c6ccc
emolga_32,bw2-32,Emolga,Pokémon,Emerging Powers,32,https://images.pokemontcg.io/bw2/32_hires.png,9f1d99f2c2c291e1
emolga_35,sm4-35,Emolga,Pokémon,Crimson Invasion,35,https://images.pokemontcg.io/sm4/35_hires.png,9e5ee5a1a19190f9
emolga_37,bw3-37,Emolga,Pokémon,Noble Victories,37,https://images.pokemontcg.io/bw3/37_hires.png,bb1b91b484cccccd
emolga_45,bw6-45,Emolga,Pokémon,Dragons Exalted,45,https://images.pokemontcg.io/bw6/45_hires.png,bb6bc4e4b4909ccc
emolga_46,sm9-46,Emolga,Pokémon,Team Up,46,https://images.pokemontcg.io/sm9/46_hires.png,af6ee0c8989b9991
emolga_47,swsh12pt5-47,Emolga,Pokémon,Crown Zenith,47,https://images.pokemontcg.io/swsh12pt5/47_hires.png,ab3a5ada4485a795
emolga_49,bw4-49,Emolga,Pokémon,Next Destinies,49,https://images.pokemontcg.io/bw4/49_hires.png,eb4af0b41d0fc9e0
emolga_49,bw11-49,Emolga,Pokémon,Legendary Treasures,49,https://images.pokemontcg.io/bw11/49_hires.png,b6769c9898d0c5cd
emolga_54,swsh12-54,Emolga,Pokémon,Silver Tempest,54,https://images.pokemontcg.io/swsh12/54_hires.png,be3ec4d0c1cbc9c1
emolga_57,swsh7-57,Emolga,Pokémon,Evolving Skies,57,https://images.pokemontcg.io/swsh7/57_hires.png,be3c40c1c193b6b7
emolga_6,mcd12-6,Emolga,Pokémon,McDonald's Collection 2012,6,https://images.pokemontcg.io/mcd12/6_hires.png,9f1db9f2c2d290a1
emolga_69,sv6-69,Emolga,Pokémon,Twilight Masquerade,69,https://images.pokemontcg.io/sv6/69_hires.png,8f3f1592d2c6c4c5
emolga_rc23,bw11-RC23,Emolga,Pokémon,Legendary Treasures,RC23,https://images.pokemontcg.io/bw11/RC23_hires.png,e6e6369bc0998d91
emolgaex_143,xy1-143,Emolga-EX,Pokémon,XY,143,https://images.pokemontcg.io/xy1/143_hires.png,913163ea1c9d1bb6
emolgaex_46,xy1-46,Emolga-EX,Pokémon,XY,46,https://images.pokemontcg.io/xy1/46_hires.png,85176bf072f2190f
empoleon_117,bw9-117,Empoleon,Pokémon,Plasma Freeze,117,https://images.pokemontcg.io/bw9/117_hires.png,fa78c4c50393d9cc
empoleon_17,dp5-17,Empoleon,Pokémon,Majestic Dawn,17,https://images.pokemontcg.io/dp5/17_hires.png,ee2ed4d1c0cbcb84
empoleon_2,dp7-2,Empoleon,Pokémon,Stormfront,2,https://images.pokemontcg.io/dp7/2_hires.png,bb7f80c4c0d2cac7
empoleon_26,pl1-26,Empoleon,Pokémon,Platinum,26,https://images.pokemontcg.io/pl1/26_hires.png,be3790d14a4ecec4
empoleon_29,bw5-29,Empoleon,Pokémon,Dark Explorers,29,https://images.pokemontcg.io/bw5/29_hires.png,fb69ccc086b1b19c
empoleon_34,sm5-34,Empoleon,Pokémon,Ultra Prism,34,https://images.pokemontcg.io/sm5/34_hires.png,b939f2d6c60b49c1
empoleon_35,bw11-35,Empoleon,Pokémon,Legendary Treasures,35,https://images.pokemontcg.io/bw11/35_hires.png,be3895c1cb6ae185
empoleon_37,swsh9-37,Empoleon,Pokémon,Brilliant Stars,37,https://images.pokemontcg.io/swsh9/37_hires.png,eaf0a48e96537929
empoleon_38,xy8-38,Empoleon,Pokémon,BREAKthrough,38,https://images.pokemontcg.io/xy8/38_hires.png,ae2c9edac8f1b184
empoleon_4,dp1-4,Empoleon,Pokémon,Diamond & Pearl,4,https://images.pokemontcg.io/dp1/4_hires.png,ee6ed4d088979385
empoleon_56,sm12-56,Empoleon,Pokémon,Cosmic Eclipse,56,https://images.pokemontcg.io/sm12/56_hires.png,eb6a669694a1b139
empoleon_81,sm6-81,Empoleon,Pokémon,Forbidden Light,81,https://images.pokemontcg.io/sm6/81_hires.png,b938e6d6c28dc9c1
empoleon_bw56,bwp-BW56,Empoleon,Pokémon,BW Black Star Promos,BW56,https://images.pokemontcg.io/bwp/BW56_hires.png,ea68d3918736b585
empoleonbreak_xy134,xyp-XY134,Empoleon BREAK,Pokémon,XY Black Star Promos,XY134,https://images.pokemontcg.io/xyp/XY134_hires.png,cbcf93b164316694
empoleonfb_27,pl3-27,Empoleon FB,Pokémon,Supreme Victors,27,https://images.pokemontcg.io/pl3/27_hires.png,f2238fc9c8f4b017
empoleonlvx_120,dp1-120,Empoleon LV.X,Pokémon,Diamond & Pearl,120,https://images.pokemontcg.io/dp1/120_hires.png,9b5bcac16935614d
empoleonlvx_dp11,dpp-DP11,Empoleon LV.X,Pokémon,DP Black Star Promos,DP11,https://images.pokemontcg.io/dpp/DP11_hires.png,c26a989d4fcfc990
empoleonv_145,swsh5-145,Empoleon V,Pokémon,Battle Styles,145,https://images.pokemontcg.io/swsh5/145_hires.png,93894c30439f6e3f
empoleonv_146,swsh5-146,Empoleon V,Pokémon,Battle Styles,146,https://images.pokemontcg.io/swsh5/146_hires.png,9b8e4999b607c179
empoleonv_40,swsh5-40,Empoleon V,Pokémon,Battle Styles,40,https://images.pokemontcg.io/swsh5/40_hires.png,c1ac64d14b72771e
empoleonv_swsh108,swshp-SWSH108,Empoleon V,Pokémon,SWSH Black Star Promos,SWSH108,https://images.pokemontcg.io/swshp/SWSH108_hires.png,c0a35bd5573368e1
enamorus_180,sv6-180,Enamorus,Pokémon,Twilight Masquerade,180,https://images.pokemontcg.io/sv6/180_hires.png,96c449da9378da6c
enamorus_67,swsh12pt5-67,Enamorus,Pokémon,Crown Zenith,67,https://images.pokemontcg.io/swsh12pt5/67_hires.png,eac12b78989c3e27
enamorus_93,sv6-93,Enamorus,Pokémon,Twilight Masquerade,93,https://images.pokemontcg.io/sv6/93_hires.png,a22f1597d2cb5839
enamorusv_178,swsh11-178,Enamorus V,Pokémon,Lost Origin,178,https://images.pokemontcg.io/swsh11/178_hires.png,c0a94b8a6e943e3f
enamorusv_82,swsh11-82,Enamorus V,Pokémon,Lost Origin,82,https://images.pokemontcg.io/swsh11/82_hires.png,d0a16a936b695c7c
enamorusv_tg18,swsh11tg-TG18,Enamorus V,Pokémon,Lost Origin Trainer Gallery,TG18,https://images.pokemontcg.io/swsh11tg/TG18_hires.png,910b7ab863f44c7c
eneporter_106,sm6-106,Eneporter,Trainer,Forbidden Light,106,https://images.pokemontcg.io/sm6/106_hires.png,f23ed985298795d0
eneporter_142,sm6-142,Eneporter,Trainer,Forbidden Light,142,https://images.pokemontcg.io/sm6/142_hires.png,96a13ab3b1ca95ac
energyamplifier_98,neo4-98,Energy Amplifier,Trainer,Neo Destiny,98,https://images.pokemontcg.io/neo4/98_hires.png,ef6a90901a6f471e
energyark_75,neo2-75,Energy Ark,Trainer,Neo Discovery,75,https://images.pokemontcg.io/neo2/75_hires.png,9f7bb1a4664a9990
energycharge_85,neo1-85,Energy Charge,Trainer,Neo Genesis,85,https://images.pokemontcg.io/neo1/85_hires.png,bf3fc0c06b4d0c9c
energycharge_86,ex8-86,Energy Charge,Trainer,Deoxys,86,https://images.pokemontcg.io/ex8/86_hires.png,9f3fd0c0c26969c5
energycoin_81,zsv10pt5-81,Energy Coin,Trainer,Black Bolt,81,https://images.pokemontcg.io/zsv10pt5/81_hires.png,c86e9391696c6cd6
energyexchanger_73,hgss3-73,Energy Exchanger,Trainer,HS—Undaunted,73,https://images.pokemontcg.io/hgss3/73_hires.png,fa6ac695b1b99094
energyflow_122,gym1-122,Energy Flow,Trainer,Gym Heroes,122,https://images.pokemontcg.io/gym1/122_hires.png,bf7ac0852f2762c8
energylink_83,dp7-83,Energy Link,Trainer,Stormfront,83,https://images.pokemontcg.io/dp7/83_hires.png,ff6ad0d1c0e99494
energyloto_122,sm2-122,Energy Loto,Trainer,Guardians Rising,122,https://images.pokemontcg.io/sm2/122_hires.png,ba3ed1c169cd8495
energyloto_140,swsh10-140,Energy Loto,Trainer,Astral Radiance,140,https://images.pokemontcg.io/swsh10/140_hires.png,cb4bc594b41bd9c1
energypickup_132,dp6-132,Energy Pickup,Trainer,Legends Awakened,132,https://images.pokemontcg.io/dp6/132_hires.png,db7a4e8595b0dac0
energypouch_97,xy10-97,Energy Pouch,Trainer,Fates Collide,97,https://images.pokemontcg.io/xy10/97_hires.png,d2614fcf3830ec4b
energyrecycler_123,sm2-123,Energy Recycler,Trainer,Guardians Rising,123,https://images.pokemontcg.io/sm2/123_hires.png,ca6ab1953d9e96c0
energyrecycler_124,swsh5-124,Energy Recycler,Trainer,Battle Styles,124,https://images.pokemontcg.io/swsh5/124_hires.png,cf0ef191321eacc5
energyrecycler_143,sm6-143,Energy Recycler,Trainer,Forbidden Light,143,https://images.pokemontcg.io/sm6/143_hires.png,9ae613e1b0b1b479
energyrecycler_164,sv10-164,Energy Recycler,Trainer,Destined Rivals,164,https://images.pokemontcg.io/sv10/164_hires.png,9f3f40c093b3c5cc
energyrecycler_72,xy7-72,Energy Recycler,Trainer,Ancient Origins,72,https://images.pokemontcg.io/xy7/72_hires.png,da7aa494e44bc5c3
energyrecyclesystem_128,sm7-128,Energy Recycle System,Trainer,Celestial Storm,128,https://images.pokemontcg.io/sm7/128_hires.png,ea6e919591c9cdc4
energyrecyclesystem_73,ex16-73,Energy Recycle System,Trainer,Power Keepers,73,https://images.pokemontcg.io/ex16/73_hires.png,ce6af0d191994bcc
energyrecyclesystem_81,ex10-81,Energy Recycle System,Trainer,Unseen Forces,81,https://images.pokemontcg.io/ex10/81_hires.png,ce6ef0d191994bc4
energyrecyclesystem_84,ex3-84,Energy Recycle System,Trainer,Dragon,84,https://images.pokemontcg.io/ex3/84_hires.png,ee6af091919949ce
energyremoval2_140,ecard1-140,Energy Removal 2,Trainer,Expedition Base Set,140,https://images.pokemontcg.io/ecard1/140_hires.png,ee6ec191b0158dcb
energyremoval2_74,ex16-74,Energy Removal 2,Trainer,Power Keepers,74,https://images.pokemontcg.io/ex16/74_hires.png,ce6ec9d191b4e4c1
energyremoval2_80,ex1-80,Energy Removal 2,Trainer,Ruby & Sapphire,80,https://images.pokemontcg.io/ex1/80_hires.png,ce6ed0d1b2b4e4c1
energyremoval2_82,ex10-82,Energy Removal 2,Trainer,Unseen Forces,82,https://images.pokemontcg.io/ex10/82_hires.png,ce6ec1d1b1b4e4c1
energyremoval2_89,ex6-89,Energy Removal 2,Trainer,FireRed & LeafGreen,89,https://images.pokemontcg.io/ex6/89_hires.png,ce6ec1d191b4c5c9
energyremoval_119,base4-119,Energy Removal,Trainer,Base Set 2,119,https://images.pokemontcg.io/base4/119_hires.png,ff6f81916ec09942
energyremoval_92,base1-92,Energy Removal,Trainer,Base,92,https://images.pokemontcg.io/base1/92_hires.png,fe6a81916ec0c9cb
energyreset_98,xy10-98,Energy Reset,Trainer,Fates Collide,98,https://images.pokemontcg.io/xy10/98_hires.png,da6a8195dcdce461
energyrestore_106,dp1-106,Energy Restore,Trainer,Diamond & Pearl,106,https://images.pokemontcg.io/dp1/106_hires.png,fa7bc0c5c49493d1
energyrestore_141,ecard1-141,Energy Restore,Trainer,Expedition Base Set,141,https://images.pokemontcg.io/ecard1/141_hires.png,fb7ac0c5c09583c7
energyrestore_81,dp5-81,Energy Restore,Trainer,Majestic Dawn,81,https://images.pokemontcg.io/dp5/81_hires.png,fe7bc0c4c49493d1
energyrestore_81,ex1-81,Energy Restore,Trainer,Ruby & Sapphire,81,https://images.pokemontcg.io/ex1/81_hires.png,df6ac0c5c894e2d3
energyrestore_86,pl4-86,Energy Restore,Trainer,Arceus,86,https://images.pokemontcg.io/pl4/86_hires.png,df6ad0c4c46e3a91
energyretrieval_107,base6-107,Energy Retrieval,Trainer,Legendary Collection,107,https://images.pokemontcg.io/base6/107_hires.png,ee6a91916ace3e12
energyretrieval_110,base4-110,Energy Retrieval,Trainer,Base Set 2,110,https://images.pokemontcg.io/base4/110_hires.png,ee6a91916ace3e12
energyretrieval_116,sm1-116,Energy Retrieval,Trainer,Sun & Moon,116,https://images.pokemontcg.io/sm1/116_hires.png,fb7ac0840f39b1c5
energyretrieval_126,xy5-126,Energy Retrieval,Trainer,Primal Clash,126,https://images.pokemontcg.io/xy5/126_hires.png,bf3f94c06868e1a5
energyretrieval_127,swsh12pt5-127,Energy Retrieval,Trainer,Crown Zenith,127,https://images.pokemontcg.io/swsh12pt5/127_hires.png,cf4e94913179c9c5
energyretrieval_160,swsh1-160,Energy Retrieval,Trainer,Sword & Shield,160,https://images.pokemontcg.io/swsh1/160_hires.png,cf4e94913179d1c5
energyretrieval_171,sv1-171,Energy Retrieval,Trainer,Scarlet & Violet,171,https://images.pokemontcg.io/sv1/171_hires.png,993f95c46e4931b2
energyretrieval_59,sm35-59,Energy Retrieval,Trainer,Shining Legends,59,https://images.pokemontcg.io/sm35/59_hires.png,fb7ac0840f39b1c5
energyretrieval_77,xy12-77,Energy Retrieval,Trainer,Evolutions,77,https://images.pokemontcg.io/xy12/77_hires.png,ee6a91916a4e943b
energyretrieval_80,bw10-80,Energy Retrieval,Trainer,Plasma Blast,80,https://images.pokemontcg.io/bw10/80_hires.png,db6b94947161e1c6
energyretrieval_81,base1-81,Energy Retrieval,Trainer,Base,81,https://images.pokemontcg.io/base1/81_hires.png,ee6a91916e4c3e13
energyretrieval_82,rsv10pt5-82,Energy Retrieval,Trainer,White Flare,82,https://images.pokemontcg.io/rsv10pt5/82_hires.png,993f95c44e4933b2
energyretrieval_92,bw1-92,Energy Retrieval,Trainer,Black & White,92,https://images.pokemontcg.io/bw1/92_hires.png,db6b94947161e1c6
energyretrieval_99,xy7-99,Energy Retrieval,Trainer,Ancient Origins,99,https://images.pokemontcg.io/xy7/99_hires.png,9939c7c66278b985
energyreturner_74,hgss2-74,Energy Returner,Trainer,HS—Unleashed,74,https://images.pokemontcg.io/hgss2/74_hires.png,9e3ec0c1cf9f90d0
energyroot_83,ex10-83,Energy Root,Trainer,Unseen Forces,83,https://images.pokemontcg.io/ex10/83_hires.png,943e4ac0d3bd6fc0
energysearch_117,dp1-117,Energy Search,Trainer,Diamond & Pearl,117,https://images.pokemontcg.io/dp1/117_hires.png,ef6fd0d0c0e19594
energysearch_128,bw7-128,Energy Search,Trainer,Boundaries Crossed,128,https://images.pokemontcg.io/bw7/128_hires.png,ce6e9990f0e4cd89
energysearch_128,swsh12pt5-128,Energy Search,Trainer,Crown Zenith,128,https://images.pokemontcg.io/swsh12pt5/128_hires.png,fb2ec4c4393939c4
energysearch_153,ecard1-153,Energy Search,Trainer,Expedition Base Set,153,https://images.pokemontcg.io/ecard1/153_hires.png,fe6ad0d1c0778391
energysearch_161,swsh1-161,Energy Search,Trainer,Sword & Shield,161,https://images.pokemontcg.io/swsh1/161_hires.png,fb2ec484393939cc
energysearch_172,sv1-172,Energy Search,Trainer,Scarlet & Violet,172,https://images.pokemontcg.io/sv1/172_hires.png,d27e05897b321d8d
energysearch_59,base3-59,Energy Search,Trainer,Fossil,59,https://images.pokemontcg.io/base3/59_hires.png,953d42e07a9c8fc3
energysearch_8,tk2a-8,Energy Search,Trainer,EX Trainer Kit 2 Plusle,8,https://images.pokemontcg.io/tk2a/8_hires.png,fe6ed4c0c0f16195
energysearch_86,ex14-86,Energy Search,Trainer,Crystal Guardians,86,https://images.pokemontcg.io/ex14/86_hires.png,ff6ed0c0c0716794
energysearch_9,tk1a-9,Energy Search,Trainer,EX Trainer Kit Latias,9,https://images.pokemontcg.io/tk1a/9_hires.png,ee6fd4c0c0f86594
energysearch_9,tk1b-9,Energy Search,Trainer,EX Trainer Kit Latios,9,https://images.pokemontcg.io/tk1b/9_hires.png,fe6ad4c4c0f96194
energysearch_9,tk2b-9,Energy Search,Trainer,EX Trainer Kit 2 Minun,9,https://images.pokemontcg.io/tk2b/9_hires.png,ee6ed4d4c0f16194
energysearch_90,dp5-90,Energy Search,Trainer,Majestic Dawn,90,https://images.pokemontcg.io/dp5/90_hires.png,fa6ac4c595951b91
energysearch_90,ex1-90,Energy Search,Trainer,Ruby & Sapphire,90,https://images.pokemontcg.io/ex1/90_hires.png,ff6ad0c4c8716394
energysearch_93,bw1-93,Energy Search,Trainer,Black & White,93,https://images.pokemontcg.io/bw1/93_hires.png,ce6f9990f0e4cc89
energysearch_94,ex10-94,Energy Search,Trainer,Unseen Forces,94,https://images.pokemontcg.io/ex10/94_hires.png,ee6ed0d0c0f1e594
energysearchpro_176,sv8-176,Energy Search Pro,Trainer,Surging Sparks,176,https://images.pokemontcg.io/sv8/176_hires.png,87c5907a9cc9cb2b
energyspinner_170,sm10-170,Energy Spinner,Trainer,Unbroken Bonds,170,https://images.pokemontcg.io/sm10/170_hires.png,bb3fd1c564349990
energystadium_99,neo4-99,Energy Stadium,Trainer,Neo Destiny,99,https://images.pokemontcg.io/neo4/99_hires.png,ce6eb1915c4cca27
energysticker_159,sv3pt5-159,Energy Sticker,Trainer,151,159,https://images.pokemontcg.io/sv3pt5/159_hires.png,d35a058c3b5b63e2
energyswitch_107,dp1-107,Energy Switch,Trainer,Diamond & Pearl,107,https://images.pokemontcg.io/dp1/107_hires.png,be3ec8c1dab0a4c5
energyswitch_109,xy6-109,Energy Switch,Trainer,Roaring Skies,109,https://images.pokemontcg.io/xy6/109_hires.png,db6ac4c46b3b9194
energyswitch_112,bw11-112,Energy Switch,Trainer,Legendary Treasures,112,https://images.pokemontcg.io/bw11/112_hires.png,ce6e9891f062e3c9
energyswitch_115,me1-115,Energy Switch,Trainer,Mega Evolution,115,https://images.pokemontcg.io/me1/115_hires.png,933bc5c4e13317c6
energyswitch_117,sm1-117,Energy Switch,Trainer,Sun & Moon,117,https://images.pokemontcg.io/sm1/117_hires.png,bb3ec0c5e93393c0
energyswitch_120,ecard2-120,Energy Switch,Trainer,Aquapolis,120,https://images.pokemontcg.io/ecard2/120_hires.png,be3ec1c141d786c5
energyswitch_129,sm7-129,Energy Switch,Trainer,Celestial Storm,129,https://images.pokemontcg.io/sm7/129_hires.png,fb3ad0842e0f9dd0
energyswitch_129,swsh12pt5-129,Energy Switch,Trainer,Crown Zenith,129,https://images.pokemontcg.io/swsh12pt5/129_hires.png,9b6bd49471c1c5d4
energyswitch_162,swsh1-162,Energy Switch,Trainer,Sword & Shield,162,https://images.pokemontcg.io/swsh1/162_hires.png,9b6bd49471c1c5d4
energyswitch_173,sv1-173,Energy Switch,Trainer,Scarlet & Violet,173,https://images.pokemontcg.io/sv1/173_hires.png,933bc5c4e13317c6
energyswitch_212,swsh12-212,Energy Switch,Trainer,Silver Tempest,212,https://images.pokemontcg.io/swsh12/212_hires.png,c97716e9acc2e119
energyswitch_61,g1-61,Energy Switch,Trainer,Generations,61,https://images.pokemontcg.io/g1/61_hires.png,db7bc4c43433c3c1
energyswitch_75,ex16-75,Energy Switch,Trainer,Power Keepers,75,https://images.pokemontcg.io/ex16/75_hires.png,d96bd0c44e3d6d90
energyswitch_82,ex1-82,Energy Switch,Trainer,Ruby & Sapphire,82,https://images.pokemontcg.io/ex1/82_hires.png,d96ad0c46e3d6d90
energyswitch_84,ex10-84,Energy Switch,Trainer,Unseen Forces,84,https://images.pokemontcg.io/ex10/84_hires.png,c96bd0d44e2f3d90
energyswitch_84,dp7-84,Energy Switch,Trainer,Stormfront,84,https://images.pokemontcg.io/dp7/84_hires.png,be3ec8c1dab0a4c5
energyswitch_89,xy3-89,Energy Switch,Trainer,Furious Fists,89,https://images.pokemontcg.io/xy3/89_hires.png,9b7bc4c43473c3c1
energyswitch_90,ex6-90,Energy Switch,Trainer,FireRed & LeafGreen,90,https://images.pokemontcg.io/ex6/90_hires.png,db6bd0c44e3c2d91
energyswitch_91,hgss1-91,Energy Switch,Trainer,HeartGold & SoulSilver,91,https://images.pokemontcg.io/hgss1/91_hires.png,af2fd0d0683d9592
energyswitch_94,bw1-94,Energy Switch,Trainer,Black & White,94,https://images.pokemontcg.io/bw1/94_hires.png,ce6e9891f062e3c9
engineersadjustments_75,hgss2-75,Engineer's Adjustments,Trainer,HS—Unleashed,75,https://images.pokemontcg.io/hgss2/75_hires.png,cb2f84d27a3989c9
enhancedhammer_124,sm2-124,Enhanced Hammer,Trainer,Guardians Rising,124,https://images.pokemontcg.io/sm2/124_hires.png,cb2eb891d3c3a4e4
enhancedhammer_124a,sm2-124a,Enhanced Hammer,Trainer,Guardians Rising,124a,https://images.pokemontcg.io/sm2/124a_hires.png,bb2fd89490e3c3c1
